SUBID,TCK,noise_T01,noise_T02
S022,LORV1,145.981,139.687
S022,LORV1V2,145.476,137.779
S022,LORV1V2R3,145.443,137.978
S022,LSLF,142.296,54.7048
S022,LTR,149.377,75.5713
S022,LUF,166.769,140.755
S022,RAF,141.781,76.4947
S022,RCC,143.734,94.2492
S022,RCH,157.574,138.085
S022,RCST,166.92,57.5183
S022,RIFO,147.508,112.099
S022,RILF,147.139,132.53
S022,RORV1,145.286,141.489
S022,RORV1V2,145.237,140.565
S022,RORV1V2R3,145.697,140.562
S022,RSLF,143.048,49.0218
S022,RTR,147.925,73.5094
S022,RUF,163.044,144.954
S023,CFMaj,131.101,131.495
S023,CFMin,94.6302,94.8508
S023,LAF,118.082,117.748
S023,LCC,120.393,120.029
S023,LCH,142.759,142.668
S023,LCST,120.184,119.928
S023,LIFOF,128.255,128.945
S023,LILF,139.702,139.879
S023,LKN27,134.127,134.14
S023,LKN28,137.907,137.816
S023,LKN29,133.568,133.622
S023,LKN30,137.344,137.338
S023,LKN31,129.83,129.755
S023,LKN32,130.831,130.716
S023,LKN33,129.789,129.849
S023,LKN34,128.802,128.745
S023,LKN35,130.386,130.515
S023,LKN36,130.474,130.361
S023,LKN37,130.56,130.472
S023,LKN38,129.821,129.269
S023,LKN39,163.631,164.4
S023,LKN40,157.04,155.729
S023,LKN41,167.448,168.8
S023,LKN42,164.51,163.714
S023,LKN43,113.677,113.587
S023,LKN44,117.463,117.53
S023,LKN45,114.583,114.517
S023,LKN46,121.789,121.703
S023,LKN47,109.009,108.956
S023,LKN48,118.775,118.679
S023,LORV1,133.457,133.494
S023,LORV1V2,133.745,133.713
S023,LORV1V2R3,133.552,133.52
S023,LSLF,111.327,111.579
S023,LTR,107.277,107.62
S023,LUF,138.995,138.834
S023,RAF,127.21,126.701
S023,RCC,132.013,131.578
S023,RCH,143.941,144.089
S023,RCST,126.656,125.718
S023,RIFO,130.832,130.296
S023,RILF,141.322,141.101
S023,RORV1,136.38,136.278
S023,RORV1V2,137.389,137.229
S023,RORV1V2R3,137.321,137.177
S023,RSLF,119.993,119.914
S023,RTR,110.223,110.303
S023,RUF,141.636,141.659
S024,CFMaj,140.771,115.847
S024,CFMin,140.921,79.9116
S024,LAF,138.254,87.6451
S024,LCC,143.098,104.014
S024,LCH,165.521,138.682
S024,LCST,152.55,65.483
S024,LIFOF,143.7,114.627
S024,LILF,143.027,133.93
S024,LKN27,141.075,136.718
S024,LKN28,141.65,122.975
S024,LKN29,141.031,136.728
S024,LKN30,141.613,122.616
S024,LKN31,147.336,124.267
S024,LKN32,143.436,126.092
S024,LKN33,139.104,127.263
S024,LKN34,139.508,109.192
S024,LKN35,142.069,100.092
S024,LKN36,140.397,104.53
S024,LKN37,141.302,115.271
S024,LKN38,140.936,118.148
S024,LKN39,152.957,140.818
S024,LKN40,153.75,142.128
S024,LKN41,149.653,139.079
S024,LKN42,149.976,140.345
S024,LKN43,136.923,58.9098
S024,LKN44,137.42,50.5687
S024,LKN45,134.335,64.1598
S024,LKN46,135.321,58.6988
S024,LKN47,135.623,57.8827
S024,LKN48,137.006,51.5466
S024,LORV1,143.158,138.683
S024,LORV1V2,142.346,136.944
S024,LORV1V2R3,141.037,136.833
S024,LSLF,137.924,65.7622
S024,LTR,141.471,92.0564
S024,LUF,163.41,143.052
S024,RAF,138.549,68.4761
S024,RCC,143.058,101.613
S024,RCH,160.319,137.014
S024,RCST,156.272,60.4083
S024,RIFO,140.187,104.127
S024,RILF,141.843,119.498
S024,RORV1,140.323,125.609
S024,RORV1V2,141.605,122.702
S024,RORV1V2R3,141.693,123.102
S024,RSLF,138.821,39.4789
S024,RTR,140.332,76.2189
S024,RUF,152.187,138.662
S025,CFMaj,136.989,137.488
S025,CFMin,144.843,121.632
S025,LAF,136.99,132.502
S025,LCC,135.547,126.251
S025,LCH,146.45,150.428
S025,LCST,152.107,137.535
S025,LIFOF,143.45,137.733
S025,LILF,140.409,145.519
S025,LKN27,139.102,143.871
S025,LKN28,139.305,143.832
S025,LKN29,139.024,143.677
S025,LKN30,139.06,143.596
S025,LKN31,147.617,146.517
S025,LKN32,146.904,143.659
S025,LKN33,146.869,134.682
S025,LKN34,145.162,137.22
S025,LKN35,146.515,139.978
S025,LKN36,143.885,140.022
S025,LKN37,143.588,139.708
S025,LKN38,141.24,139.675
S025,LKN39,143.194,157.774
S025,LKN40,144.104,163.341
S025,LKN41,143.318,154.405
S025,LKN42,144.718,159.118
S025,LKN43,132.276,123.407
S025,LKN44,133.135,125.879
S025,LKN45,131.914,123.911
S025,LKN46,131.416,126.76
S025,LKN47,131.223,121.292
S025,LKN48,132.989,123.249
S025,LORV1,139.142,144.265
S025,LORV1V2,139.103,143.508
S025,LORV1V2R3,139.04,143.65
S025,LSLF,134.512,124.754
S025,LTR,143.867,123.514
S025,LUF,152.281,153.199
S025,RAF,133.441,133.201
S025,RCC,132.493,130.417
S025,RCH,156.779,149.381
S025,RCST,152.045,138.892
S025,RIFO,141.357,139.971
S025,RILF,141.299,146.497
S025,RORV1,139.122,143.415
S025,RORV1V2,139.146,143.403
S025,RORV1V2R3,139.146,143.463
S025,RSLF,133.743,124.915
S025,RTR,138.803,126.699
S025,RUF,150.419,146.686
S027,CFMaj,146.168,144.518
S027,CFMin,152.899,149.863
S027,LAF,140.42,142.36
S027,LCC,142.619,147.153
S027,LCH,152.746,141.015
S027,LCST,141.117,151.077
S027,LIFOF,145.419,146.159
S027,LILF,150.549,142.605
S027,LKN27,144.051,141.936
S027,LKN28,145.291,139.191
S027,LKN29,143.913,141.716
S027,LKN30,145.31,138.964
S027,LKN31,154.136,148.818
S027,LKN32,153.593,148.301
S027,LKN33,148.861,147.522
S027,LKN34,147.935,148.034
S027,LKN35,154.229,149.795
S027,LKN36,146.871,147.744
S027,LKN37,151.015,147.103
S027,LKN38,144.793,146.838
S027,LKN39,150.286,147.611
S027,LKN40,147.005,146.177
S027,LKN41,142.869,144.346
S027,LKN42,143.822,146.325
S027,LKN43,135.655,138.148
S027,LKN44,135.238,140.409
S027,LKN45,135.202,135.938
S027,LKN46,133.804,139.018
S027,LKN47,134.009,140.371
S027,LKN48,134.996,142.911
S027,LORV1,144.269,141.172
S027,LORV1V2,144.042,141.901
S027,LORV1V2R3,143.842,141.807
S027,LSLF,142.293,143.493
S027,LTR,153.42,154.184
S027,LUF,157.502,141.981
S027,RAF,139.964,140.747
S027,RCC,138.151,143.836
S027,RCH,149.48,135.196
S027,RCST,142.55,149.862
S027,RIFO,145.006,140.998
S027,RILF,150.249,135.277
S027,RORV1,145.49,140.334
S027,RORV1V2,145.144,139.831
S027,RORV1V2R3,145.11,139.286
S027,RSLF,140.656,144.159
S027,RTR,145.139,143.962
S027,RUF,164.331,133.635
S028,CFMaj,158.174,152.9
S028,CFMin,149.864,143.348
S028,LAF,148.752,147.711
S028,LCC,142.139,146.421
S028,LCH,199.388,141.425
S028,LCST,159.596,154.667
S028,LIFOF,156.063,148.387
S028,LILF,182.517,138.794
S028,LKN27,162.448,147.707
S028,LKN28,153.711,151.259
S028,LKN29,162.601,147.647
S028,LKN30,154.044,151.431
S028,LKN31,183.194,148.222
S028,LKN32,184.086,148.918
S028,LKN33,156.663,152.62
S028,LKN34,162.849,150.972
S028,LKN35,160.01,153.284
S028,LKN36,157.179,151.476
S028,LKN37,157.365,151.458
S028,LKN38,155.613,150.584
S028,LKN39,168.214,156.228
S028,LKN40,168.743,161.266
S028,LKN41,161.828,160.765
S028,LKN42,166.738,164.688
S028,LKN43,142.634,141.238
S028,LKN44,137.557,137.83
S028,LKN45,138.853,139.535
S028,LKN46,131.868,136.736
S028,LKN47,146.094,144.758
S028,LKN48,134.995,140.456
S028,LORV1,164.527,145.873
S028,LORV1V2,162.479,148.069
S028,LORV1V2R3,162.137,147.994
S028,LSLF,148.804,148.315
S028,LTR,154.813,151.456
S028,LUF,228.447,138.876
S028,RAF,137.326,139.802
S028,RCC,134.463,146.321
S028,RCH,151.327,144.896
S028,RCST,152.907,153.81
S028,RIFO,147.431,142.401
S028,RILF,151.459,139.695
S028,RORV1,152.809,151.937
S028,RORV1V2,153.829,151.811
S028,RORV1V2R3,153.97,152.322
S028,RSLF,135.872,141.442
S028,RTR,142.721,150.447
S028,RUF,170.183,119.744
S029,CFMaj,153.407,147.706
S029,CFMin,163.115,141.26
S029,LAF,147.278,142.238
S029,LCC,143.896,142.131
S029,LCH,160.389,157.304
S029,LCST,164.951,146.1
S029,LIFOF,152.702,147.841
S029,LILF,154.153,153.394
S029,LKN27,151.108,150.436
S029,LKN28,154.582,151.58
S029,LKN29,151.026,150.062
S029,LKN30,154.787,151.481
S029,LKN31,158.915,147.303
S029,LKN32,150.572,144.793
S029,LKN33,157.086,144.035
S029,LKN34,148.43,143.745
S029,LKN35,156.564,146.355
S029,LKN36,151.933,145.716
S029,LKN37,154.164,146.434
S029,LKN38,151.424,145.135
S029,LKN39,156.864,152.211
S029,LKN40,157.128,156.411
S029,LKN41,156.581,149.407
S029,LKN42,156.949,155.758
S029,LKN43,143.658,137.81
S029,LKN44,143.197,136.527
S029,LKN45,143.596,137.422
S029,LKN46,142.87,135.564
S029,LKN47,144.97,133.644
S029,LKN48,144.876,132.339
S029,LORV1,150.276,150.491
S029,LORV1V2,151.03,150.333
S029,LORV1V2R3,151.04,150.105
S029,LSLF,147.524,138.986
S029,LTR,155.702,140.856
S029,LUF,174.839,158.087
S029,RAF,146.441,140.547
S029,RCC,142.446,140.445
S029,RCH,156.069,152.258
S029,RCST,162.215,143.792
S029,RIFO,152.791,148.734
S029,RILF,154.451,153.69
S029,RORV1,154.815,152.257
S029,RORV1V2,154.842,151.712
S029,RORV1V2R3,154.878,151.544
S029,RSLF,147.709,135.737
S029,RTR,154.026,141.921
S029,RUF,166.087,154.223
S031,CFMaj,140.981,142.952
S031,CFMin,140.176,142.548
S031,LAF,136.219,137.583
S031,LCC,135.187,138.337
S031,LCH,149.077,143.33
S031,LCST,143.01,141.894
S031,LIFOF,142.832,145.579
S031,LILF,142.474,142.034
S031,LKN27,145.154,146.654
S031,LKN28,143.065,146.296
S031,LKN29,145.311,146.631
S031,LKN30,142.538,145.811
S031,LKN31,139.422,147.66
S031,LKN32,139.151,141.007
S031,LKN33,138.664,143.048
S031,LKN34,137.286,139.058
S031,LKN35,149.057,147.019
S031,LKN36,140.909,147.533
S031,LKN37,147.438,146.996
S031,LKN38,138.582,145.854
S031,LKN39,145.485,149.055
S031,LKN40,147.353,149.309
S031,LKN41,148.256,154.628
S031,LKN42,148.268,153.435
S031,LKN43,133.884,134.848
S031,LKN44,135.418,135.656
S031,LKN45,132.795,135.093
S031,LKN46,133.729,134.925
S031,LKN47,133.066,134.406
S031,LKN48,135.154,137.218
S031,LORV1,144.795,146.595
S031,LORV1V2,144.884,146.344
S031,LORV1V2R3,144.935,146.643
S031,LSLF,135.702,136.412
S031,LTR,142.21,143.128
S031,LUF,147.087,144.461
S031,RAF,135.289,136.955
S031,RCC,133.863,135.559
S031,RCH,147.047,163.876
S031,RCST,145.326,142.318
S031,RIFO,142.967,143.671
S031,RILF,142.39,141.407
S031,RORV1,142.88,146.61
S031,RORV1V2,142.903,145.777
S031,RORV1V2R3,142.908,145.789
S031,RSLF,136.106,137.363
S031,RTR,140.107,141.388
S031,RUF,146.89,134.523
S032,CFMaj,154.444,152.283
S032,CFMin,154.318,149.81
S032,LAF,148.749,146.229
S032,LCC,146.384,146.837
S032,LCH,165.101,139.573
S032,LCST,159.565,146.223
S032,LIFOF,152.618,150.279
S032,LILF,154.891,146.881
S032,LKN27,154.915,146.972
S032,LKN28,154.832,147.205
S032,LKN29,155.011,146.325
S032,LKN30,154.939,147.065
S032,LKN31,164.508,151.042
S032,LKN32,162.36,151.133
S032,LKN33,162.771,149.714
S032,LKN34,158.567,152.448
S032,LKN35,165.667,155.177
S032,LKN36,154.594,151.247
S032,LKN37,159.114,151.056
S032,LKN38,151.293,149.803
S032,LKN39,150.42,144.419
S032,LKN40,151.035,143.865
S032,LKN41,151.718,142.298
S032,LKN42,153.438,143.666
S032,LKN43,141.324,139.382
S032,LKN44,142.862,141.497
S032,LKN45,140.886,137.35
S032,LKN46,141.573,138.378
S032,LKN47,142.714,143.243
S032,LKN48,147.079,145.339
S032,LORV1,153.29,146.751
S032,LORV1V2,155.024,147.269
S032,LORV1V2R3,155.006,146.719
S032,LSLF,149.201,146.567
S032,LTR,152.933,149.118
S032,LUF,167.558,153.709
S032,RAF,148.963,146.343
S032,RCC,147.889,147.487
S032,RCH,154.754,129.207
S032,RCST,161.372,148.492
S032,RIFO,153.005,151.21
S032,RILF,157.966,147.426
S032,RORV1,155.068,148.517
S032,RORV1V2,155.269,147.817
S032,RORV1V2R3,154.898,147.158
S032,RSLF,150.176,148.354
S032,RTR,150.046,148.259
S032,RUF,161.751,140.731
S033,CFMaj,150.36,143.085
S033,CFMin,150.199,148.082
S033,LAF,143.839,139.384
S033,LCC,141.197,138.578
S033,LCH,150.691,156.72
S033,LCST,149.631,138.221
S033,LIFOF,147.138,142.849
S033,LILF,147.743,150.985
S033,LKN27,148.358,144.197
S033,LKN28,152.054,146.565
S033,LKN29,148.357,144.085
S033,LKN30,152.632,146.891
S033,LKN31,154.238,156.495
S033,LKN32,150.442,150.762
S033,LKN33,149.231,143.914
S033,LKN34,148.842,146.336
S033,LKN35,157.571,163.576
S033,LKN36,150.093,151.024
S033,LKN37,150.58,152.602
S033,LKN38,147.038,148.523
S033,LKN39,150.372,152.248
S033,LKN40,150.459,151.015
S033,LKN41,152.804,149.104
S033,LKN42,153.039,151.9
S033,LKN43,137.223,132.228
S033,LKN44,138.429,135.658
S033,LKN45,133.838,129.011
S033,LKN46,135.925,132.812
S033,LKN47,138.765,130.113
S033,LKN48,142.042,132.089
S033,LORV1,147.073,143.865
S033,LORV1V2,148.074,143.968
S033,LORV1V2R3,148.203,143.952
S033,LSLF,142.293,136.702
S033,LTR,146.424,144.786
S033,LUF,157.987,165.781
S033,RAF,145.978,142.627
S033,RCC,140.307,135.557
S033,RCH,152.923,156.926
S033,RCST,154.133,144.218
S033,RIFO,148.086,144.316
S033,RILF,151.394,158.321
S033,RORV1,150.721,146.129
S033,RORV1V2,152.103,146.603
S033,RORV1V2R3,152.315,146.729
S033,RSLF,143.564,137.229
S033,RTR,144.884,142.234
S033,RUF,165.689,191.289
S034,CFMaj,154.296,161.802
S034,CFMin,146.648,156.561
S034,LAF,143.499,151.404
S034,LCC,140.319,146.88
S034,LCH,152.745,166.823
S034,LCST,150.563,161.473
S034,LIFOF,151.457,158.56
S034,LILF,153.99,161.608
S034,LKN27,152.911,160.314
S034,LKN28,155.465,166.28
S034,LKN29,152.781,160.688
S034,LKN30,155.306,166.857
S034,LKN31,162.669,178.14
S034,LKN32,160.761,173.831
S034,LKN33,152.196,171.32
S034,LKN34,149.852,159.271
S034,LKN35,166.525,185.879
S034,LKN36,163.44,177.283
S034,LKN37,160.022,172.256
S034,LKN38,154.415,163.23
S034,LKN39,154.799,157.588
S034,LKN40,153.039,158.552
S034,LKN41,153.907,162.444
S034,LKN42,155.381,162.211
S034,LKN43,143.186,152.523
S034,LKN44,142.83,153.727
S034,LKN45,140.018,147.783
S034,LKN46,140.043,149.994
S034,LKN47,141.171,148.798
S034,LKN48,142.789,155.506
S034,LORV1,153.507,160.339
S034,LORV1V2,152.991,160.268
S034,LORV1V2R3,152.743,160.413
S034,LSLF,144.753,154.817
S034,LTR,148.151,156.464
S034,LUF,162.015,179.004
S034,RAF,144.723,152.895
S034,RCC,140.7,152.165
S034,RCH,157.843,177.934
S034,RCST,150.883,160.305
S034,RIFO,152.531,160.664
S034,RILF,156.375,170.131
S034,RORV1,155.516,165.575
S034,RORV1V2,155.593,165.895
S034,RORV1V2R3,155.345,166.413
S034,RSLF,145.324,155.635
S034,RTR,145.332,156.229
S034,RUF,157.645,177.895
S035,CFMaj,154.896,130.069
S035,CFMin,150.458,144.037
S035,LAF,145.928,137.558
S035,LCC,141.779,139.854
S035,LCH,172.688,155.637
S035,LCST,155.643,145.103
S035,LIFOF,150.993,144.54
S035,LILF,159.75,144.724
S035,LKN27,157.967,132.955
S035,LKN28,157.997,131.251
S035,LKN29,158.414,132.359
S035,LKN30,158.323,131.198
S035,LKN31,163.625,153.718
S035,LKN32,159.561,153.446
S035,LKN33,154.687,155.818
S035,LKN34,151.982,150.479
S035,LKN35,174.705,154.059
S035,LKN36,158.602,148.877
S035,LKN37,159.697,156.56
S035,LKN38,154.151,151.956
S035,LKN39,162.276,158.655
S035,LKN40,162.784,156.992
S035,LKN41,164.085,155.324
S035,LKN42,165.584,155.684
S035,LKN43,139.887,136.903
S035,LKN44,142.01,139.707
S035,LKN45,138.213,135.342
S035,LKN46,137.719,137.48
S035,LKN47,141.149,136.184
S035,LKN48,144.576,140.004
S035,LORV1,155.886,138.163
S035,LORV1V2,157.664,134.529
S035,LORV1V2R3,158.126,133.687
S035,LSLF,146.952,136.304
S035,LTR,149.532,147.203
S035,LUF,193.349,163.253
S035,RAF,142.82,138.252
S035,RCC,143.874,137.063
S035,RCH,168.753,152.651
S035,RCST,160.949,145.761
S035,RIFO,150.009,143.333
S035,RILF,160.889,141.49
S035,RORV1,155.919,137.182
S035,RORV1V2,157.45,133.973
S035,RORV1V2R3,158.081,131.626
S035,RSLF,146.178,137.064
S035,RTR,149.62,144.571
S035,RUF,187.565,150.069
S036,CFMaj,149.847,160.011
S036,CFMin,148.316,163.833
S036,LAF,144.268,152.86
S036,LCC,141.774,142.488
S036,LCH,156.216,166.23
S036,LCST,148.957,155.838
S036,LIFOF,147.259,148.778
S036,LILF,149.695,159.94
S036,LKN27,148.425,158.033
S036,LKN28,149.037,159.002
S036,LKN29,148.615,158.617
S036,LKN30,149.055,159.565
S036,LKN31,158.278,161.507
S036,LKN32,150.728,156.431
S036,LKN33,154.142,160.815
S036,LKN34,151.374,157.775
S036,LKN35,159.666,171.253
S036,LKN36,156.858,172.176
S036,LKN37,154.891,165.498
S036,LKN38,152.898,166.855
S036,LKN39,147.042,151.663
S036,LKN40,148.113,159.343
S036,LKN41,146.372,152.388
S036,LKN42,147.511,154.074
S036,LKN43,139.128,144.878
S036,LKN44,139.801,149.34
S036,LKN45,136.778,138.704
S036,LKN46,135.779,140.72
S036,LKN47,140.644,146.674
S036,LKN48,140.981,147.915
S036,LORV1,147.76,156.766
S036,LORV1V2,148.531,158.505
S036,LORV1V2R3,148.543,158.548
S036,LSLF,144.487,151.852
S036,LTR,148.298,151.963
S036,LUF,162.582,190.363
S036,RAF,141.392,148.595
S036,RCC,139.935,155.662
S036,RCH,155.689,172.031
S036,RCST,150.846,163.979
S036,RIFO,145.444,154.997
S036,RILF,149.765,166.877
S036,RORV1,148.51,158.825
S036,RORV1V2,148.91,159.33
S036,RORV1V2R3,148.813,159.228
S036,RSLF,143.988,151.797
S036,RTR,144.289,155.861
S036,RUF,160.743,190.251
S037,CFMaj,149.547,148.022
S037,CFMin,150.963,152.707
S037,LAF,150.417,151.205
S037,LCC,145.227,143.33
S037,LCH,167.819,155.078
S037,LCST,154.139,154.867
S037,LIFOF,150.685,149.032
S037,LILF,158.465,151.307
S037,LKN27,146.937,146.528
S037,LKN28,148.884,147.278
S037,LKN29,147.254,146.403
S037,LKN30,148.945,147.279
S037,LKN31,166.41,161.871
S037,LKN32,158.6,158.54
S037,LKN33,159.632,157.608
S037,LKN34,154.665,155.075
S037,LKN35,167.773,167.94
S037,LKN36,156.625,161.764
S037,LKN37,162.4,164.975
S037,LKN38,152.666,156.75
S037,LKN39,148.685,147.991
S037,LKN40,145.282,145.091
S037,LKN41,152.537,150.305
S037,LKN42,151.126,149.634
S037,LKN43,142.984,144.034
S037,LKN44,141.709,141.888
S037,LKN45,138.515,139.743
S037,LKN46,138.223,138.989
S037,LKN47,147.926,148.02
S037,LKN48,145.091,143.929
S037,LORV1,147.486,146.815
S037,LORV1V2,147.042,146.457
S037,LORV1V2R3,147.018,146.062
S037,LSLF,150.253,149.921
S037,LTR,152.879,151.796
S037,LUF,213.311,189.027
S037,RAF,145.095,145.029
S037,RCC,143.846,148.222
S037,RCH,159.528,162.92
S037,RCST,159.468,154.904
S037,RIFO,149.596,149.287
S037,RILF,154.117,160.569
S037,RORV1,151.074,148.351
S037,RORV1V2,149.445,147.885
S037,RORV1V2R3,148.981,147.29
S037,RSLF,146.902,146.704
S037,RTR,148.005,149.831
S037,RUF,171.222,177.379
S038,CFMaj,145.695,152.047
S038,CFMin,143.125,146.303
S038,LAF,138.301,142.766
S038,LCC,136.284,141.781
S038,LCH,156.112,162.99
S038,LCST,160.88,161.433
S038,LIFOF,146.409,148.952
S038,LILF,149.91,159.753
S038,LKN27,148.88,153.312
S038,LKN28,149.579,155.691
S038,LKN29,148.961,153.532
S038,LKN30,149.473,155.946
S038,LKN31,154.0,154.358
S038,LKN32,151.112,153.786
S038,LKN33,148.126,144.489
S038,LKN34,146.045,148.941
S038,LKN35,154.127,168.204
S038,LKN36,147.688,158.238
S038,LKN37,148.66,154.93
S038,LKN38,142.711,149.057
S038,LKN39,160.06,169.112
S038,LKN40,158.904,167.126
S038,LKN41,164.522,172.249
S038,LKN42,165.617,171.613
S038,LKN43,136.351,143.107
S038,LKN44,136.647,140.656
S038,LKN45,135.38,136.252
S038,LKN46,132.918,134.79
S038,LKN47,136.132,140.415
S038,LKN48,138.76,141.307
S038,LORV1,148.963,153.099
S038,LORV1V2,148.928,153.442
S038,LORV1V2R3,148.954,153.331
S038,LSLF,138.068,143.483
S038,LTR,146.92,150.075
S038,LUF,165.572,176.206
S038,RAF,136.54,139.143
S038,RCC,134.741,136.612
S038,RCH,151.283,157.872
S038,RCST,164.731,159.59
S038,RIFO,145.378,149.034
S038,RILF,147.217,155.333
S038,RORV1,149.626,156.109
S038,RORV1V2,149.34,155.678
S038,RORV1V2R3,149.586,155.624
S038,RSLF,137.029,141.664
S038,RTR,144.391,144.235
S038,RUF,151.566,161.517
TOT7729F,CFMaj,,164.563
TOT7729F,CFMin,,144.92
TOT7729F,LAF,,142.671
TOT7729F,LCC,,149.501
TOT7729F,LCH,,204.575
TOT7729F,LCST,,169.238
TOT7729F,LIFOF,,147.392
TOT7729F,LILF,,133.753
TOT7729F,LKN27,145.304,141.175
TOT7729F,LKN28,148.338,144.35
TOT7729F,LKN29,145.409,142.414
TOT7729F,LKN30,148.697,144.42
TOT7729F,LKN31,154.029,156.464
TOT7729F,LKN32,149.925,155.615
TOT7729F,LKN33,149.925,160.453
TOT7729F,LKN34,146.333,155.786
TOT7729F,LKN35,151.412,154.652
TOT7729F,LKN36,149.406,152.933
TOT7729F,LKN37,154.093,159.618
TOT7729F,LKN38,149.779,156.079
TOT7729F,LKN39,153.036,166.865
TOT7729F,LKN40,151.533,162.512
TOT7729F,LKN41,152.278,169.181
TOT7729F,LKN42,153.667,169.432
TOT7729F,LKN43,134.193,139.092
TOT7729F,LKN44,135.573,139.529
TOT7729F,LKN45,132.705,136.777
TOT7729F,LKN46,134.218,136.419
TOT7729F,LKN47,136.107,140.054
TOT7729F,LKN48,137.831,141.723
TOT7729F,LORV1,,146.124
TOT7729F,LORV1V2,,141.826
TOT7729F,LORV1V2R3,,141.9
TOT7729F,LSLF,,141.585
TOT7729F,LTR,,152.053
TOT7729F,LUF,,138.449
TOT7729F,RAF,,141.712
TOT7729F,RCC,,145.865
TOT7729F,RCH,,189.25
TOT7729F,RCST,,167.711
TOT7729F,RIFO,,150.561
TOT7729F,RILF,,141.823
TOT7729F,RORV1,,145.262
TOT7729F,RORV1V2,,145.017
TOT7729F,RORV1V2R3,,144.58
TOT7729F,RSLF,,141.959
TOT7729F,RTR,,148.31
TOT7729F,RUF,,155.063
